strategy_id,TF,mode,p,x,q,btc_n_6m,btc_wr_6m,btc_ret_6m,btc_bh_6m,btc_x_bh_6m,btc_pass_6m,btc_smoke,eth_n_6m,eth_ret_6m,eth_bh_6m,eth_x_bh_6m,eth_pass_6m,eth_smoke,sol_n_6m,sol_ret_6m,sol_bh_6m,sol_x_bh_6m,sol_pass_6m,sol_smoke,bnb_n_6m,bnb_ret_6m,bnb_bh_6m,bnb_x_bh_6m,bnb_pass_6m,bnb_smoke,full_ladder_pass_6m,btc_ret_2y,btc_n_2y,btc_bh_2y,btc_ops_ret_2y,notes
chande-kroll-stop-flip,1h,A,12,0.8,7,87,31.03,0.84,26.77,0.031,N,FAIL: lag B&H (0.031x),95,-1.87,35.57,-0.052,N,FAIL: under 1.2x B&H (-0.052x),94,9.05,38.52,0.235,N,"FAIL: under 1.2x B&H (0.235x, 0.922x rhyme)",99,-10.70,28.88,-0.370,N,"FAIL: under 1.2x B&H (-0.370x, quiet wipe)",N,-57.13,397,37.55,-1.85,denser_n(87>>9)
chande-kroll-stop-flip,1h,A,12,0.8,5,96,28.12,0.04,26.77,0.002,N,FAIL: lag B&H (0.002x),108,-5.19,35.57,-0.146,N,FAIL: under 1.2x B&H (-0.146x),107,2.90,38.52,0.075,N,"FAIL: under 1.2x B&H (0.075x, 0.922x rhyme)",115,-12.61,28.88,-0.437,N,"FAIL: under 1.2x B&H (-0.437x, quiet wipe)",N,-60.18,451,37.55,-2.04,denser_n(96>>9)
chande-kroll-stop-flip,1h,A,14,1.5,14,92,30.43,-0.03,26.77,-0.001,N,KILL: negative ret,96,8.21,35.57,0.231,N,FAIL: under 1.2x B&H (0.231x),88,17.94,38.52,0.466,N,"FAIL: under 1.2x B&H (0.466x, 0.922x rhyme)",90,6.47,28.88,0.224,N,"FAIL: under 1.2x B&H (0.224x, quiet wipe)",N,-56.01,373,37.55,-1.79,denser_n(92>>9)
chande-kroll-stop-flip,4h,A,8,1.5,5,58,32.76,-0.86,23.52,-0.036,N,KILL: negative ret,63,-2.09,30.24,-0.069,N,FAIL: under 1.2x B&H (-0.069x),52,28.56,32.43,0.881,N,"FAIL: under 1.2x B&H (0.881x, 0.922x rhyme)",59,2.91,26.27,0.111,N,"FAIL: under 1.2x B&H (0.111x, quiet wipe)",N,-50.88,229,37.14,-1.53,denser_n(58>>9)
chande-kroll-stop-flip,4h,A,8,1.2,5,54,31.48,-1.56,23.52,-0.066,N,KILL: negative ret,49,6.31,30.24,0.209,N,FAIL: under 1.2x B&H (0.209x),49,14.04,32.43,0.433,N,"FAIL: under 1.2x B&H (0.433x, 0.922x rhyme)",54,-1.07,26.27,-0.041,N,"FAIL: under 1.2x B&H (-0.041x, quiet wipe)",N,-16.24,212,37.14,-0.21,denser_n(54>>9)
chande-kroll-stop-flip,1h,A,14,1.5,11,109,27.52,-3.19,26.77,-0.119,N,KILL: negative ret,111,9.96,35.57,0.280,N,FAIL: under 1.2x B&H (0.280x),113,11.19,38.52,0.290,N,"FAIL: under 1.2x B&H (0.290x, 0.922x rhyme)",108,-0.43,28.88,-0.015,N,"FAIL: under 1.2x B&H (-0.015x, quiet wipe)",N,-68.79,457,37.55,-2.61,denser_n(109>>9)
chande-kroll-stop-flip,1h,A,8,0.8,7,120,31.67,-3.79,26.77,-0.142,N,KILL: negative ret,123,-2.78,35.57,-0.078,N,FAIL: under 1.2x B&H (-0.078x),114,13.96,38.52,0.362,N,"FAIL: under 1.2x B&H (0.362x, 0.922x rhyme)",129,-12.96,28.88,-0.449,N,"FAIL: under 1.2x B&H (-0.449x, quiet wipe)",N,-76.36,545,37.55,-3.30,denser_n(120>>9)
chande-kroll-stop-flip,1h,A,12,1.5,14,100,28.00,-5.58,26.77,-0.208,N,KILL: negative ret,104,11.96,35.57,0.336,N,FAIL: under 1.2x B&H (0.336x),101,19.97,38.52,0.518,N,"FAIL: under 1.2x B&H (0.518x, 0.922x rhyme)",95,13.17,28.88,0.456,N,"FAIL: under 1.2x B&H (0.456x, quiet wipe)",N,-64.72,418,37.55,-2.33,denser_n(100>>9)
chande-kroll-stop-flip,1h,A,14,1.0,5,106,29.25,-5.60,26.77,-0.209,N,KILL: negative ret,118,-8.18,35.57,-0.230,N,FAIL: under 1.2x B&H (-0.230x),113,5.31,38.52,0.138,N,"FAIL: under 1.2x B&H (0.138x, 0.922x rhyme)",111,-11.56,28.88,-0.400,N,"FAIL: under 1.2x B&H (-0.400x, quiet wipe)",N,-63.01,473,37.55,-2.22,denser_n(106>>9)
chande-kroll-stop-flip,1h,A,10,0.8,5,120,30.83,-6.19,26.77,-0.231,N,KILL: negative ret,119,-0.38,35.57,-0.011,N,FAIL: under 1.2x B&H (-0.011x),119,12.08,38.52,0.314,N,"FAIL: under 1.2x B&H (0.314x, 0.922x rhyme)",127,-9.31,28.88,-0.322,N,"FAIL: under 1.2x B&H (-0.322x, quiet wipe)",N,-76.70,549,37.55,-3.34,denser_n(120>>9)
chande-kroll-stop-flip,1h,A,10,1.5,14,114,28.95,-7.22,26.77,-0.270,N,KILL: negative ret,114,9.16,35.57,0.257,N,FAIL: under 1.2x B&H (0.257x),126,7.41,38.52,0.192,N,"FAIL: under 1.2x B&H (0.192x, 0.922x rhyme)",114,-5.04,28.88,-0.175,N,"FAIL: under 1.2x B&H (-0.175x, quiet wipe)",N,-68.75,476,37.55,-2.62,denser_n(114>>9)
chande-kroll-stop-flip,1h,A,10,1.0,9,104,28.85,-7.58,26.77,-0.283,N,KILL: negative ret,119,-8.50,35.57,-0.239,N,FAIL: under 1.2x B&H (-0.239x),114,-5.82,38.52,-0.151,N,"FAIL: under 1.2x B&H (-0.151x, 0.922x rhyme)",109,-7.65,28.88,-0.265,N,"FAIL: under 1.2x B&H (-0.265x, quiet wipe)",N,-64.64,463,37.55,-2.33,"BANKED_BASELINE_(10,1.0,9); denser_n(104>>9)"
chande-kroll-stop-flip,1h,A,14,1.5,9,125,28.00,-7.67,26.77,-0.287,N,KILL: negative ret,129,-7.76,35.57,-0.218,N,FAIL: under 1.2x B&H (-0.218x),132,0.76,38.52,0.020,N,"FAIL: under 1.2x B&H (0.020x, 0.922x rhyme)",123,-4.04,28.88,-0.140,N,"FAIL: under 1.2x B&H (-0.140x, quiet wipe)",N,-70.00,512,37.55,-2.71,denser_n(125>>9)
chande-kroll-stop-flip,1h,A,8,1.0,11,103,29.13,-7.71,26.77,-0.288,N,KILL: negative ret,117,-7.02,35.57,-0.197,N,FAIL: under 1.2x B&H (-0.197x),114,-5.13,38.52,-0.133,N,"FAIL: under 1.2x B&H (-0.133x, 0.922x rhyme)",108,-9.81,28.88,-0.340,N,"FAIL: under 1.2x B&H (-0.340x, quiet wipe)",N,-64.66,457,37.55,-2.33,denser_n(103>>9)
chande-kroll-stop-flip,1h,A,12,1.2,9,108,28.70,-7.84,26.77,-0.293,N,KILL: negative ret,119,-4.81,35.57,-0.135,N,FAIL: under 1.2x B&H (-0.135x),116,12.33,38.52,0.320,N,"FAIL: under 1.2x B&H (0.320x, 0.922x rhyme)",108,-7.78,28.88,-0.269,N,"FAIL: under 1.2x B&H (-0.269x, quiet wipe)",N,-66.42,476,37.55,-2.45,denser_n(108>>9)
chande-kroll-stop-flip,1h,A,12,1.0,7,105,28.57,-8.22,26.77,-0.307,N,KILL: negative ret,117,-5.08,35.57,-0.143,N,FAIL: under 1.2x B&H (-0.143x),115,-2.52,38.52,-0.065,N,"FAIL: under 1.2x B&H (-0.065x, 0.922x rhyme)",111,-10.22,28.88,-0.354,N,"FAIL: under 1.2x B&H (-0.354x, quiet wipe)",N,-65.34,469,37.55,-2.38,denser_n(105>>9)
chande-kroll-stop-flip,1h,A,12,1.0,5,121,27.27,-9.66,26.77,-0.361,N,KILL: negative ret,135,-10.21,35.57,-0.287,N,FAIL: under 1.2x B&H (-0.287x),129,-6.76,38.52,-0.175,N,"FAIL: under 1.2x B&H (-0.175x, 0.922x rhyme)",125,-7.40,28.88,-0.256,N,"FAIL: under 1.2x B&H (-0.256x, quiet wipe)",N,-75.42,557,37.55,-3.21,denser_n(121>>9)
chande-kroll-stop-flip,1h,A,12,1.5,11,126,27.78,-9.68,26.77,-0.362,N,KILL: negative ret,125,0.74,35.57,0.021,N,FAIL: under 1.2x B&H (0.021x),133,-5.71,38.52,-0.148,N,"FAIL: under 1.2x B&H (-0.148x, 0.922x rhyme)",121,-5.78,28.88,-0.200,N,"FAIL: under 1.2x B&H (-0.200x, quiet wipe)",N,-69.71,515,37.55,-2.69,denser_n(126>>9)
chande-kroll-stop-flip,1h,A,14,1.2,7,110,28.18,-10.66,26.77,-0.398,N,KILL: negative ret,119,-5.88,35.57,-0.165,N,FAIL: under 1.2x B&H (-0.165x),117,10.29,38.52,0.267,N,"FAIL: under 1.2x B&H (0.267x, 0.922x rhyme)",110,-9.92,28.88,-0.343,N,"FAIL: under 1.2x B&H (-0.343x, quiet wipe)",N,-66.74,484,37.55,-2.47,denser_n(110>>9)
chande-kroll-stop-flip,1h,A,10,1.2,11,109,28.44,-11.97,26.77,-0.447,N,KILL: negative ret,120,-7.11,35.57,-0.200,N,FAIL: under 1.2x B&H (-0.200x),115,14.89,38.52,0.387,N,"FAIL: under 1.2x B&H (0.387x, 0.922x rhyme)",110,-9.92,28.88,-0.343,N,"FAIL: under 1.2x B&H (-0.343x, quiet wipe)",N,-69.80,478,37.55,-2.70,denser_n(109>>9)
chande-kroll-stop-flip,1h,A,10,1.0,7,122,26.23,-12.14,26.77,-0.454,N,KILL: negative ret,134,-13.96,35.57,-0.392,N,FAIL: under 1.2x B&H (-0.392x),129,-6.91,38.52,-0.180,N,"FAIL: under 1.2x B&H (-0.180x, 0.922x rhyme)",123,-6.76,28.88,-0.234,N,"FAIL: under 1.2x B&H (-0.234x, quiet wipe)",N,-72.66,543,37.55,-2.95,denser_n(122>>9)
chande-kroll-stop-flip,1h,A,8,1.0,9,124,26.61,-14.15,26.77,-0.529,N,KILL: negative ret,128,-7.24,35.57,-0.203,N,FAIL: under 1.2x B&H (-0.203x),130,-7.60,38.52,-0.197,N,"FAIL: under 1.2x B&H (-0.197x, 0.922x rhyme)",122,-4.52,28.88,-0.157,N,"FAIL: under 1.2x B&H (-0.157x, quiet wipe)",N,-70.81,536,37.55,-2.79,denser_n(124>>9)
chande-kroll-stop-flip,1h,A,12,1.2,7,129,25.58,-15.89,26.77,-0.594,N,KILL: negative ret,145,-17.81,35.57,-0.501,N,FAIL: under 1.2x B&H (-0.501x),134,-3.11,38.52,-0.081,N,"FAIL: under 1.2x B&H (-0.081x, 0.922x rhyme)",125,-15.97,28.88,-0.553,N,"FAIL: under 1.2x B&H (-0.553x, quiet wipe)",N,-72.65,550,37.55,-2.95,denser_n(129>>9)
chande-kroll-stop-flip,1h,A,10,1.0,5,148,27.70,-16.52,26.77,-0.617,N,KILL: negative ret,167,-30.15,35.57,-0.848,N,FAIL: under 1.2x B&H (-0.848x),148,2.11,38.52,0.055,N,"FAIL: under 1.2x B&H (0.055x, 0.922x rhyme)",146,-13.74,28.88,-0.476,N,"FAIL: under 1.2x B&H (-0.476x, quiet wipe)",N,-83.07,656,37.55,-4.11,denser_n(148>>9)
chande-kroll-stop-flip,1h,A,8,0.8,5,149,27.52,-18.09,26.77,-0.676,N,KILL: negative ret,166,-23.11,35.57,-0.650,N,FAIL: under 1.2x B&H (-0.650x),144,8.78,38.52,0.228,N,"FAIL: under 1.2x B&H (0.228x, 0.922x rhyme)",158,-24.46,28.88,-0.847,N,"FAIL: under 1.2x B&H (-0.847x, quiet wipe)",N,-83.30,664,37.55,-4.14,denser_n(149>>9)
chande-kroll-stop-flip,1h,A,8,1.5,14,139,24.46,-19.23,26.77,-0.718,N,KILL: negative ret,132,-12.03,35.57,-0.338,N,FAIL: under 1.2x B&H (-0.338x),139,-4.69,38.52,-0.122,N,"FAIL: under 1.2x B&H (-0.122x, 0.922x rhyme)",130,-16.21,28.88,-0.561,N,"FAIL: under 1.2x B&H (-0.561x, quiet wipe)",N,-71.03,562,37.55,-2.80,denser_n(139>>9)
chande-kroll-stop-flip,1h,A,14,1.2,5,133,26.32,-19.56,26.77,-0.731,N,KILL: negative ret,146,-18.38,35.57,-0.517,N,FAIL: under 1.2x B&H (-0.517x),133,-0.97,38.52,-0.025,N,"FAIL: under 1.2x B&H (-0.025x, 0.922x rhyme)",126,-17.15,28.88,-0.594,N,"FAIL: under 1.2x B&H (-0.594x, quiet wipe)",N,-72.64,559,37.55,-2.95,denser_n(133>>9)
chande-kroll-stop-flip,1h,A,10,1.2,9,131,25.95,-20.37,26.77,-0.761,N,KILL: negative ret,138,-11.95,35.57,-0.336,N,FAIL: under 1.2x B&H (-0.336x),133,-1.81,38.52,-0.047,N,"FAIL: under 1.2x B&H (-0.047x, 0.922x rhyme)",126,-17.57,28.88,-0.608,N,"FAIL: under 1.2x B&H (-0.608x, quiet wipe)",N,-75.37,547,37.55,-3.20,denser_n(131>>9)
chande-kroll-stop-flip,1h,A,8,1.0,7,150,27.33,-20.84,26.77,-0.778,N,KILL: negative ret,154,-19.77,35.57,-0.556,N,FAIL: under 1.2x B&H (-0.556x),150,-8.18,38.52,-0.212,N,"FAIL: under 1.2x B&H (-0.212x, 0.922x rhyme)",146,-12.32,28.88,-0.427,N,"FAIL: under 1.2x B&H (-0.427x, quiet wipe)",N,-82.76,645,37.55,-4.06,denser_n(150>>9)
chande-kroll-stop-flip,1h,A,12,1.2,5,153,26.80,-22.57,26.77,-0.843,N,KILL: negative ret,165,-18.34,35.57,-0.515,N,FAIL: under 1.2x B&H (-0.515x),155,-2.85,38.52,-0.074,N,"FAIL: under 1.2x B&H (-0.074x, 0.922x rhyme)",147,-17.34,28.88,-0.600,N,"FAIL: under 1.2x B&H (-0.600x, quiet wipe)",N,-82.77,655,37.55,-4.07,denser_n(153>>9)
chande-kroll-stop-flip,1h,A,10,1.2,7,150,26.67,-24.44,26.77,-0.913,N,KILL: negative ret,158,-10.76,35.57,-0.303,N,FAIL: under 1.2x B&H (-0.303x),151,-0.39,38.52,-0.010,N,"FAIL: under 1.2x B&H (-0.010x, 0.922x rhyme)",148,-20.08,28.88,-0.695,N,"FAIL: under 1.2x B&H (-0.695x, quiet wipe)",N,-84.90,648,37.55,-4.38,denser_n(150>>9)
chande-kroll-stop-flip,1h,A,12,1.5,9,148,25.00,-25.72,26.77,-0.961,N,KILL: negative ret,149,-22.75,35.57,-0.640,N,FAIL: under 1.2x B&H (-0.640x),153,-7.72,38.52,-0.200,N,"FAIL: under 1.2x B&H (-0.200x, 0.922x rhyme)",139,-19.58,28.88,-0.678,N,"FAIL: under 1.2x B&H (-0.678x, quiet wipe)",N,-78.75,594,37.55,-3.54,denser_n(148>>9)
chande-kroll-stop-flip,1h,A,10,1.5,11,150,24.00,-26.55,26.77,-0.992,N,KILL: negative ret,146,-18.53,35.57,-0.521,N,FAIL: under 1.2x B&H (-0.521x),152,-10.58,38.52,-0.275,N,"FAIL: under 1.2x B&H (-0.275x, 0.922x rhyme)",141,-20.83,28.88,-0.721,N,"FAIL: under 1.2x B&H (-0.721x, quiet wipe)",N,-77.40,593,37.55,-3.40,denser_n(150>>9)
chande-kroll-stop-flip,1h,A,8,1.2,11,135,22.96,-27.57,26.77,-1.030,N,KILL: negative ret,136,-11.77,35.57,-0.331,N,FAIL: under 1.2x B&H (-0.331x),135,-8.33,38.52,-0.216,N,"FAIL: under 1.2x B&H (-0.216x, 0.922x rhyme)",127,-16.15,28.88,-0.559,N,"FAIL: under 1.2x B&H (-0.559x, quiet wipe)",N,-77.34,552,37.55,-3.40,denser_n(135>>9)
chande-kroll-stop-flip,1h,A,14,1.5,7,148,25.00,-27.79,26.77,-1.038,N,KILL: negative ret,148,-29.01,35.57,-0.816,N,FAIL: under 1.2x B&H (-0.816x),151,-5.00,38.52,-0.130,N,"FAIL: under 1.2x B&H (-0.130x, 0.922x rhyme)",141,-18.53,28.88,-0.642,N,"FAIL: under 1.2x B&H (-0.642x, quiet wipe)",N,-80.87,596,37.55,-3.79,denser_n(148>>9)
chande-kroll-stop-flip,1h,A,12,1.5,5,186,24.73,-28.56,26.77,-1.067,N,KILL: negative ret,194,-42.51,35.57,-1.195,N,FAIL: under 1.2x B&H (-1.195x),185,-25.45,38.52,-0.661,N,"FAIL: under 1.2x B&H (-0.661x, 0.922x rhyme)",175,-18.68,28.88,-0.647,N,"FAIL: under 1.2x B&H (-0.647x, quiet wipe)",N,-86.90,776,37.55,-4.71,denser_n(186>>9)
chande-kroll-stop-flip,1h,A,8,1.0,5,181,24.86,-29.16,26.77,-1.089,N,KILL: negative ret,194,-27.86,35.57,-0.783,N,FAIL: under 1.2x B&H (-0.783x),181,-22.65,38.52,-0.588,N,"FAIL: under 1.2x B&H (-0.588x, 0.922x rhyme)",180,-23.50,28.88,-0.814,N,"FAIL: under 1.2x B&H (-0.814x, quiet wipe)",N,-86.86,773,37.55,-4.71,denser_n(181>>9)
chande-kroll-stop-flip,1h,A,8,1.2,9,151,23.18,-29.86,26.77,-1.115,N,KILL: negative ret,154,-13.94,35.57,-0.392,N,FAIL: under 1.2x B&H (-0.392x),152,-8.52,38.52,-0.221,N,"FAIL: under 1.2x B&H (-0.221x, 0.922x rhyme)",145,-16.22,28.88,-0.562,N,"FAIL: under 1.2x B&H (-0.562x, quiet wipe)",N,-83.78,648,37.55,-4.21,denser_n(151>>9)
chande-kroll-stop-flip,1h,A,10,1.2,5,187,25.13,-31.89,26.77,-1.191,N,KILL: negative ret,189,-32.54,35.57,-0.915,N,FAIL: under 1.2x B&H (-0.915x),174,4.89,38.52,0.127,N,"FAIL: under 1.2x B&H (0.127x, 0.922x rhyme)",175,-22.02,28.88,-0.763,N,"FAIL: under 1.2x B&H (-0.763x, quiet wipe)",N,-91.76,774,37.55,-5.81,denser_n(187>>9)
chande-kroll-stop-flip,1h,A,8,1.2,7,184,23.37,-32.01,26.77,-1.196,N,KILL: negative ret,188,-33.82,35.57,-0.951,N,FAIL: under 1.2x B&H (-0.951x),174,-0.12,38.52,-0.003,N,"FAIL: under 1.2x B&H (-0.003x, 0.922x rhyme)",174,-22.12,28.88,-0.766,N,"FAIL: under 1.2x B&H (-0.766x, quiet wipe)",N,-90.50,773,37.55,-5.47,denser_n(184>>9)
chande-kroll-stop-flip,1h,A,12,1.5,7,169,21.89,-34.40,26.77,-1.285,N,KILL: negative ret,172,-33.96,35.57,-0.955,N,FAIL: under 1.2x B&H (-0.955x),167,-16.60,38.52,-0.431,N,"FAIL: under 1.2x B&H (-0.431x, 0.922x rhyme)",157,-23.70,28.88,-0.821,N,"FAIL: under 1.2x B&H (-0.821x, quiet wipe)",N,-85.56,681,37.55,-4.46,denser_n(169>>9)
chande-kroll-stop-flip,1h,A,10,1.5,7,188,21.81,-34.65,26.77,-1.294,N,KILL: negative ret,189,-38.79,35.57,-1.090,N,FAIL: under 1.2x B&H (-1.090x),186,-13.78,38.52,-0.358,N,"FAIL: under 1.2x B&H (-0.358x, 0.922x rhyme)",180,-22.88,28.88,-0.792,N,"FAIL: under 1.2x B&H (-0.792x, quiet wipe)",N,-89.32,780,37.55,-5.20,denser_n(188>>9)
chande-kroll-stop-flip,1h,A,8,1.5,9,192,21.35,-34.78,26.77,-1.299,N,KILL: negative ret,189,-26.14,35.57,-0.735,N,FAIL: under 1.2x B&H (-0.735x),184,-12.69,38.52,-0.330,N,"FAIL: under 1.2x B&H (-0.330x, 0.922x rhyme)",184,-26.08,28.88,-0.903,N,"FAIL: under 1.2x B&H (-0.903x, quiet wipe)",N,-87.51,793,37.55,-4.84,denser_n(192>>9)
chande-kroll-stop-flip,1h,A,10,1.5,9,173,21.39,-35.85,26.77,-1.339,N,KILL: negative ret,168,-25.35,35.57,-0.713,N,FAIL: under 1.2x B&H (-0.713x),163,-11.85,38.52,-0.308,N,"FAIL: under 1.2x B&H (-0.308x, 0.922x rhyme)",160,-26.12,28.88,-0.904,N,"FAIL: under 1.2x B&H (-0.904x, quiet wipe)",N,-85.21,680,37.55,-4.41,denser_n(173>>9)
chande-kroll-stop-flip,1h,A,14,1.5,5,172,21.51,-36.54,26.77,-1.365,N,KILL: negative ret,170,-34.56,35.57,-0.972,N,FAIL: under 1.2x B&H (-0.972x),168,-23.29,38.52,-0.605,N,"FAIL: under 1.2x B&H (-0.605x, 0.922x rhyme)",157,-22.40,28.88,-0.776,N,"FAIL: under 1.2x B&H (-0.776x, quiet wipe)",N,-85.88,684,37.55,-4.51,denser_n(172>>9)
chande-kroll-stop-flip,1h,A,8,1.5,11,178,20.22,-37.04,26.77,-1.384,N,KILL: negative ret,169,-26.17,35.57,-0.736,N,FAIL: under 1.2x B&H (-0.736x),164,-12.19,38.52,-0.316,N,"FAIL: under 1.2x B&H (-0.316x, 0.922x rhyme)",161,-28.76,28.88,-0.996,N,"FAIL: under 1.2x B&H (-0.996x, quiet wipe)",N,-85.90,712,37.55,-4.52,denser_n(178>>9)
chande-kroll-stop-flip,1h,A,10,1.5,5,219,21.46,-38.42,26.77,-1.435,N,KILL: negative ret,218,-42.68,35.57,-1.200,N,FAIL: under 1.2x B&H (-1.200x),207,-30.25,38.52,-0.785,N,"FAIL: under 1.2x B&H (-0.785x, 0.922x rhyme)",208,-32.43,28.88,-1.123,N,"FAIL: under 1.2x B&H (-1.123x, quiet wipe)",N,-91.45,881,37.55,-5.71,denser_n(219>>9)
chande-kroll-stop-flip,1h,A,8,1.5,7,223,21.08,-41.34,26.77,-1.544,N,KILL: negative ret,219,-30.40,35.57,-0.855,N,FAIL: under 1.2x B&H (-0.855x),212,-17.40,38.52,-0.452,N,"FAIL: under 1.2x B&H (-0.452x, 0.922x rhyme)",212,-33.93,28.88,-1.175,N,"FAIL: under 1.2x B&H (-1.175x, quiet wipe)",N,-92.72,909,37.55,-6.09,denser_n(223>>9)
chande-kroll-stop-flip,1h,A,8,1.2,5,224,23.21,-43.55,26.77,-1.627,N,KILL: negative ret,222,-37.67,35.57,-1.059,N,FAIL: under 1.2x B&H (-1.059x),208,-15.12,38.52,-0.392,N,"FAIL: under 1.2x B&H (-0.392x, 0.922x rhyme)",211,-35.34,28.88,-1.223,N,"FAIL: under 1.2x B&H (-1.223x, quiet wipe)",N,-92.63,918,37.55,-6.07,denser_n(224>>9)
chande-kroll-stop-flip,1h,A,8,1.5,5,241,19.50,-52.98,26.77,-1.979,N,KILL: negative ret,243,-46.79,35.57,-1.315,N,FAIL: under 1.2x B&H (-1.315x),237,-49.17,38.52,-1.277,N,"FAIL: under 1.2x B&H (-1.277x, 0.922x rhyme)",239,-50.83,28.88,-1.760,N,"FAIL: under 1.2x B&H (-1.760x, quiet wipe)",N,-92.81,988,37.55,-6.12,denser_n(241>>9)
